Sentence,Emotion 1,Emotion 2
The price is very fair for a historical tour and the gift shop was surprisingly fair priced as most gift shops are not.,Trust,Surprise
The prices charged even for general admission are not inconsiderable and I feel that the general public is not being treated fairly!,Disgust,
"The prices of the gifts in the shop, were on par with the ones in Lyndhurst gift shops, so I felt confident in that I was not being ripped off.",Trust,
"The prices you pay for treatments at this spa, you would expect a much better experience and honesty from the staff.",Anger,
"The production was very good, and seemed to be enjoyed by the audience, who cheered, booed and laughed in good measure.",Surprise,
The promenade felt safe to walk along at night and it was a lovely experience - very kid friendly.,Trust,
"The quality of the food is excellent, the staff are friendly and helpful and the location is very pleasant. A lovely treat!",Surprise,
"The rangers are all helpful, passionate about conservation and happy to answer endless questions from young and old alike.",Joy,
The real teacher and classroom experience provided by the talented Miss Baxter was a real treat.,Surprise,
The reception staff were friendly and our waiter was so attentive it felt like we were being treated like royalty.,Joy,
"The remaining cubicles were disgusting piled high with soiled sanitary ware, toilet paper and nappies.",Disgust,
The remains of the castle are so badly neglected that those parts that could be accessible are a disgrace for anybody interested in old monuments.,Disgust,
"The restaurant at the top serves good food, and the staff were friendly and helpful.",Joy,
The restaurant served good food and the nursery and gift shop were wonderful to browse around in.,Trust,
The rides are good fun even for nervous children and there is a good gift shop at the exit.,Surprise,
"The rides were excellent, the park amazing, the staff efficient and friendly, the food good value.",Joy,
The rides were good for younger children and I was very impressed that parents aren't charged to accompany young children on rides.,Surprise,
The rides were great and for someone like me who likes white knuckle rides is good value for money.,Joy,
"The rooms were clean and well presented, a credit to the member of the Housekeeping team responsible.",Trust,
"The runs were good, the Buzzard run very good, the staff efficient and friendly and the food a good standard.",Trust,
"The same question on all our lips, why do we pay at all? I am quite happy to wear a wristband or an indelible stamp to show I am not going on rides.",Surprise,
The sanctuary does good work and just needs the paying customers to start coming back.,Anticipation,
The sanctuary has a lovely new restaurant and shop to visit and when we went with the children there was a quiz for them to complete which was fun for them.,Joy,
"The saving grace for us was the dive show, which was extraordinary, never seen anything like it, brilliant.",Surprise,Joy
"The scenery surrounding the spa is stunning and the massage itself was pretty good and thorough, and the staff are friendly.",Joy,
"The sea was crystal clear, the sun was shining, it was perfect - we felt like we were on holiday.",Surprise,
The seal show was good and the security staff were so friendly and helpful.,Trust,
The seals were brilliant and my walk to Winterton magnificent and the wardens were very helpful.,Trust,
"The seals were great entertainment and, thank goodness, we found a coffee shop open.",Surprise,
"The seasonal worker is treated with contempt by most of the visitors, but what is worse is that they are also treated with contempt by most of the permanent staff.",Disgust,
The seats were good and we waited in excited anticipation for the show to live up to expectation.,Anticipation,
"The security at reception is pretty good, with a fairly strict system to put parents at ease.",Trust,
The security guard was rude and aggressive and not what I would expect after paying a great deal for the tour.,Sadness,
The security guards make you feel uncomfortable & like you are not good enough for the establishment...,Disgust,
The security staff were not friendly and it felt as though we were being treated like animals to get as many people through as possible.,Disgust,
